Image,Red,Green,Blue,Contrast,Energy,Correlation,Homogeneity,Freshness
vertical_flip_Screen Shot 2018-06-12 at 9.02.38 PM,476210,446769,424579,1223.2412244897962,0.1622968726915722,0.8890385183682786,0.35990629565828114,0
rotated_by_45_Screen Shot 2018-06-12 at 9.03.06 PM,379478,367419,358349,2946.790612244898,0.4369912464085914,0.8811585332889975,0.5828854664238009,0
rotated_by_45_Screen Shot 2018-06-12 at 8.47.41 PM,420183,396775,374652,3041.448163265307,0.514302963753481,0.8716266709718667,0.6861423358492195,0
rotated_by_15_Screen Shot 2018-06-12 at 8.49.25 PM,528430,494976,472415,1916.8775510204084,0.5817186474201697,0.8657504200669013,0.6910641074087189,0
translation_Screen Shot 2018-06-12 at 9.27.26 PM,459579,445954,439778,2015.2759183673475,0.5016964141407458,0.8933304791415152,0.639295329097134,0
translation_Screen Shot 2018-06-12 at 9.16.34 PM,450282,420425,360372,3098.443673469388,0.4119795064109669,0.8162835826672111,0.5383208790837057,0
rotated_by_30_Screen Shot 2018-06-12 at 9.01.21 PM,463641,427793,373637,2634.775510204082,0.3384789702888203,0.8616360731814451,0.5891852271974367,0
rotated_by_30_Screen Shot 2018-06-12 at 9.13.39 PM,407327,400049,385871,2666.4306122448984,0.4574934879811838,0.8778758623634147,0.6035693962010055,0
rotated_by_75_Screen Shot 2018-06-12 at 8.57.04 PM,292805,256160,230937,3028.4693877551026,0.29969983595280364,0.799858023003879,0.363127130277097,0
saltandpepper_Screen Shot 2018-06-12 at 9.25.23 PM,575591,553533,505698,1460.9808163265307,0.6516229059012661,0.8256260287753354,0.6756691307784675,0
rotated_by_45_Screen Shot 2018-06-12 at 9.21.00 PM,398044,349152,210521,1323.4722448979592,0.21321735619532425,0.9288714400673521,0.5327691488880968,0
rotated_by_30_Screen Shot 2018-06-12 at 9.21.25 PM,342190,304385,211586,1200.974693877551,0.16231586177498725,0.9253120014596847,0.36203614201590034,0
rotated_by_60_Screen Shot 2018-06-12 at 8.59.02 PM,427908,421971,401299,2491.6073469387757,0.1668152329650618,0.8663371089240485,0.5110654016829312,0
rotated_by_60_Screen Shot 2018-06-12 at 9.26.13 PM,328327,319153,316958,3964.2767346938763,0.3859378468842393,0.8205755599057971,0.5665494711975656,0
rotated_by_15_Screen Shot 2018-06-12 at 9.22.32 PM,436574,409215,390833,2019.8367346938776,0.10960190733952341,0.8606554091819945,0.41600293280672207,0
rotated_by_75_Screen Shot 2018-06-12 at 9.12.49 PM,298082,285316,292441,3257.520816326531,0.37199261948942247,0.8671800366393745,0.5575176037379032,0
rotated_by_45_Screen Shot 2018-06-12 at 9.18.50 PM,406635,377976,348270,1761.7942857142855,0.17676579827151878,0.888767579738807,0.37251146363620713,0
translation_Screen Shot 2018-06-12 at 9.18.07 PM,273387,249282,245027,861.010612244898,0.12003782549757981,0.8911397406432002,0.2879473726327822,0
rotated_by_75_Screen Shot 2018-06-12 at 8.54.23 PM,268880,268878,266167,2178.052653061224,0.13380660140886702,0.8302388524026834,0.23183050380359063,0
saltandpepper_Screen Shot 2018-06-12 at 9.19.08 PM,161667,126774,111211,595.0363265306122,0.027046784093109087,0.7096849591576778,0.17099300209417878,0
rotated_by_60_Screen Shot 2018-06-12 at 9.27.11 PM,361896,349204,343235,1370.375918367347,0.40259445977567276,0.9394296896239753,0.6036889130152486,0
saltandpepper_Screen Shot 2018-06-12 at 9.04.15 PM,344011,321786,272877,1284.8608163265308,0.016848789747387998,0.7566809951941121,0.053547044888763475,0
rotated_by_15_Screen Shot 2018-06-12 at 8.56.30 PM,489870,458976,415341,3061.9685714285715,0.46490369278505533,0.8129761696267508,0.5744888450297762,0
rotated_by_45_Screen Shot 2018-06-12 at 9.16.34 PM,407596,377648,317247,3037.763673469388,0.38008570023771987,0.8448938839859677,0.5335642895375413,0
rotated_by_75_Screen Shot 2018-06-12 at 9.11.23 PM,435625,418136,398175,3305.1869387755105,0.5555988173261747,0.8631130563467665,0.7491353951590802,0
rotated_by_60_Screen Shot 2018-06-12 at 9.02.03 PM,383086,352510,329496,2608.1579591836735,0.22610292408152843,0.8535806676372539,0.42537257988129795,0
rotated_by_75_Screen Shot 2018-06-12 at 9.02.32 PM,413499,372443,341666,3261.64,0.19437080112471256,0.8052495508458283,0.4032265405970398,0
rotated_by_45_Screen Shot 2018-06-12 at 9.07.19 PM,279034,249087,229726,1608.6200000000003,0.2595834936407979,0.8884018409961877,0.4330830700298245,0
rotated_by_75_Screen Shot 2018-06-12 at 9.07.39 PM,214826,203658,196137,3195.8138775510197,0.37647535682172356,0.8051949028795086,0.47852168330161843,0
saltandpepper_Screen Shot 2018-06-12 at 9.16.20 PM,429171,416798,406446,1221.7326530612247,0.06469484322977204,0.9262284008410087,0.32535859123370003,0
Screen Shot 2018-06-12 at 8.47.57 PM,491159,468761,446643,1176.4677551020409,0.5732937489765407,0.9299559167452295,0.6228116962480226,0
vertical_flip_Screen Shot 2018-06-12 at 9.19.12 PM,209364,166708,152541,345.7297959183673,0.02085630414863872,0.8498214621238452,0.12081316653118562,0
rotated_by_75_Screen Shot 2018-06-12 at 8.58.01 PM,440077,359973,358945,2596.263265306123,0.11219071048234763,0.8048096112501535,0.31527430310413684,0
rotated_by_15_Screen Shot 2018-06-12 at 9.12.17 PM,388838,370509,348582,2284.7497959183675,0.11095511285149676,0.8529828251144111,0.33333286279816776,0
translation_Screen Shot 2018-06-12 at 9.11.43 PM,401563,391659,389508,1692.9469387755103,0.3080398455378521,0.8827192279171318,0.4475717437426598,0
Screen Shot 2018-06-12 at 9.00.17 PM,551830,529383,499596,1372.1983673469385,0.6801868449967422,0.8840548392148503,0.7103542433338806,0
vertical_flip_Screen Shot 2018-06-12 at 9.12.37 PM,516726,488550,472687,778.8204081632653,0.3879834987925091,0.9245039957369023,0.5008616728515457,0
saltandpepper_Screen Shot 2018-06-12 at 9.10.04 PM,459297,435217,417121,1460.0269387755102,0.3986870371640713,0.9072408784955783,0.4423028104934936,0
rotated_by_15_Screen Shot 2018-06-12 at 8.52.11 PM,470656,464207,461339,1843.2077551020411,0.5507781780499992,0.8980471647915849,0.672067065832806,0
rotated_by_15_Screen Shot 2018-06-12 at 9.01.35 PM,196038,169777,167341,379.62571428571425,0.08160611813635338,0.8437002287945465,0.21092056803080983,0
rotated_by_60_Screen Shot 2018-06-12 at 9.28.04 PM,340689,327151,320993,2917.3751020408163,0.31089129035563556,0.8450971846085396,0.46906604262374385,0
rotated_by_75_Screen Shot 2018-06-12 at 9.17.33 PM,351158,336757,327404,3415.9412244897962,0.5355168149168853,0.8742471998168935,0.7632875237289406,0
vertical_flip_Screen Shot 2018-06-12 at 9.03.17 PM,388528,375181,349038,1719.6502040816326,0.017343336961004374,0.8485821931843385,0.05844027458487676,0
saltandpepper_Screen Shot 2018-06-12 at 9.10.20 PM,572560,540882,498481,602.0897959183674,0.4450363012770913,0.893997587359085,0.5119408235119987,0
rotated_by_45_Screen Shot 2018-06-12 at 9.12.11 PM,329708,317428,301149,2701.257142857143,0.18282411327056808,0.8532593508071368,0.3888083540852243,0
rotated_by_30_Screen Shot 2018-06-12 at 8.55.21 PM,311459,224646,159004,2031.9742857142858,0.16025827758713018,0.7483175976968627,0.19411296334164974,0
Screen Shot 2018-06-12 at 8.56.49 PM,492681,481320,478190,1642.8710204081635,0.5956613228128972,0.8940604681462999,0.6243858844163327,0
Screen Shot 2018-06-12 at 9.01.27 PM,521222,498674,478592,1189.206530612245,0.12094415466007022,0.8444143688821253,0.5488003293551738,0
rotated_by_15_Screen Shot 2018-06-12 at 9.13.34 PM,433064,427896,419814,2615.011836734694,0.510079903255483,0.8753721090609193,0.6148365674121689,0
rotated_by_60_Screen Shot 2018-06-12 at 8.48.24 PM,319502,295522,280129,3768.25387755102,0.468567339810078,0.855267118698259,0.6844897551429951,0
vertical_flip_Screen Shot 2018-06-12 at 9.20.47 PM,548261,493405,319433,606.3497959183675,0.11659903634665224,0.9292655994741295,0.4374695687373988,0
rotated_by_60_Screen Shot 2018-06-12 at 8.49.25 PM,414776,385445,365086,2981.2151020408164,0.5030899937959006,0.8786651998534454,0.7087042127014045,0
rotated_by_75_Screen Shot 2018-06-12 at 9.06.13 PM,167375,161548,159550,3932.074285714286,0.3449650942992369,0.7489086706085817,0.4726843990860894,0
saltandpepper_Screen Shot 2018-06-12 at 8.55.41 PM,485806,470602,460833,1277.638775510204,0.44189550441025366,0.9060366715490646,0.49785089227009843,0
rotated_by_30_Screen Shot 2018-06-12 at 8.51.38 PM,413903,404339,395204,2761.9408163265307,0.5565471884856175,0.8887654619396668,0.7155661951736146,0
Screen Shot 2018-06-12 at 8.51.56 PM,543426,537885,536482,911.9510204081632,0.636348522351713,0.9019568651771155,0.6893053267795669,0
rotated_by_15_Screen Shot 2018-06-12 at 9.23.15 PM,304249,241815,234502,1645.6718367346937,0.100981852052642,0.8722764976027546,0.1986290340801844,0
vertical_flip_Screen Shot 2018-06-12 at 9.20.07 PM,419973,421691,434842,968.3032653061225,0.03861082104636236,0.8485086487080132,0.18679668613676287,0
rotated_by_15_Screen Shot 2018-06-12 at 9.27.52 PM,458131,443602,420812,1499.52,0.1993554796010895,0.9090217799646315,0.5690952989671199,0
translation_Screen Shot 2018-06-12 at 8.59.23 PM,396575,385860,381648,2494.435918367347,0.5069433763634922,0.9070764311725895,0.709774789582268,0
rotated_by_30_Screen Shot 2018-06-12 at 8.57.34 PM,449615,435190,422836,1962.79306122449,0.42719789615855913,0.898595985430426,0.6171056961403257,0
Screen Shot 2018-06-12 at 9.12.37 PM,516726,488550,472687,778.8204081632653,0.3879834987925091,0.9245039957369023,0.5008616728515457,0
translation_Screen Shot 2018-06-12 at 9.28.04 PM,405621,392476,387124,1797.9942857142855,0.3269116399348066,0.8863617965628707,0.4669359969500292,0
Screen Shot 2018-06-12 at 8.56.06 PM,465562,459799,457268,1110.094693877551,0.3886314479456873,0.9242206111495219,0.4919305511333417,0
saltandpepper_Screen Shot 2018-06-12 at 8.54.00 PM,430102,417835,403094,660.7951020408163,0.1778149574708912,0.9466955064251786,0.3209380553379929,0
rotated_by_60_Screen Shot 2018-06-12 at 9.08.12 PM,234089,195165,152467,1413.3453061224488,0.16275916443014046,0.8256157191895651,0.2118676500628538,0
rotated_by_60_Screen Shot 2018-06-12 at 9.26.01 PM,374582,358533,350210,4395.651836734694,0.43039940576143926,0.8195774567572853,0.6146381693483899,0
translation_Screen Shot 2018-06-12 at 8.56.06 PM,392503,386407,383957,2413.484489795919,0.33772347098942185,0.8757084432471193,0.4930833060896563,0
Screen Shot 2018-06-12 at 9.28.09 PM,328301,296038,255879,769.4767346938777,0.018819823483099598,0.8500075918476431,0.10160399184464126,0
Screen Shot 2018-06-12 at 8.54.58 PM,556466,517552,459847,1868.3828571428567,0.541653568333392,0.8204440178170646,0.5898296950376226,0
Screen Shot 2018-06-12 at 8.53.15 PM,301442,299196,348149,293.1351020408163,0.034977234221503596,0.9590101069852917,0.2512863309695984,0
rotated_by_60_Screen Shot 2018-06-12 at 8.54.00 PM,334215,321313,306123,2073.0114285714285,0.1437467925144213,0.8657643537719257,0.285822961438082,0
rotated_by_30_Screen Shot 2018-06-12 at 8.50.26 PM,409091,381720,367135,2470.9975510204085,0.22637630339148318,0.8804468449237474,0.5224449416017738,0
Screen Shot 2018-06-12 at 9.14.13 PM,510401,496274,462628,1851.715102040816,0.5082491526467906,0.8709315384919906,0.5663638344787795,0
rotated_by_75_Screen Shot 2018-06-12 at 9.09.29 PM,345010,322269,282844,2286.684489795918,0.15698799684589254,0.887264824422766,0.37968363605901057,0
rotated_by_75_Screen Shot 2018-06-12 at 9.03.34 PM,344808,322571,297119,3263.2428571428572,0.23358406631229242,0.8589148784318205,0.4029783632074247,0
rotated_by_75_Screen Shot 2018-06-12 at 9.26.07 PM,320071,311311,312388,3777.8293877551027,0.38247794632532667,0.8245720060504357,0.563637606148379,0
saltandpepper_Screen Shot 2018-06-12 at 9.07.26 PM,409570,401290,401759,847.4077551020407,0.08398349731787157,0.9296223850684411,0.35158113736677815,0
rotated_by_45_Screen Shot 2018-06-12 at 8.48.18 PM,406536,392411,393364,2640.4571428571426,0.47845518800661535,0.8795861495016356,0.6691655652733137,0
rotated_by_15_Screen Shot 2018-06-12 at 9.12.49 PM,408810,395748,403051,2197.0204081632655,0.40700693347703015,0.9004817998748338,0.5453125505930102,0
rotated_by_15_Screen Shot 2018-06-12 at 9.14.43 PM,443880,421787,392986,3028.8542857142857,0.47698789404140807,0.8500869941912569,0.6014113683403631,0
rotated_by_30_Screen Shot 2018-06-12 at 8.50.04 PM,409570,398506,392095,2137.8273469387755,0.43192671027470586,0.9098978748436632,0.5977586298421218,0
rotated_by_15_Screen Shot 2018-06-12 at 9.22.25 PM,509040,479123,465811,2231.8420408163265,0.5616683217197586,0.8576800212578476,0.6778075167504227,0
rotated_by_30_Screen Shot 2018-06-12 at 9.20.14 PM,396228,366304,329074,3203.3318367346938,0.4318024946882451,0.8582990023088827,0.6032732819734395,0
saltandpepper_Screen Shot 2018-06-12 at 9.19.03 PM,432623,358481,294628,798.0600000000001,0.027218706358741566,0.8697058832223297,0.21987169080233737,0
rotated_by_45_Screen Shot 2018-06-12 at 9.13.44 PM,434341,410245,388133,2244.9367346938775,0.21337883903112884,0.8907208864599413,0.506434418421921,0
Screen Shot 2018-06-12 at 9.16.34 PM,528434,498602,438443,1961.6253061224488,0.5381236780499141,0.8197783889903419,0.5603227421517384,0
rotated_by_45_Screen Shot 2018-06-12 at 9.11.43 PM,316690,306996,304231,2806.161632653061,0.3188439655782631,0.847977157215877,0.4756684022339563,0
vertical_flip_Screen Shot 2018-06-12 at 8.47.51 PM,531410,515721,499386,1247.0906122448978,0.6939630199462321,0.9139293228354005,0.7185821863299855,0
Screen Shot 2018-06-12 at 8.56.30 PM,566976,535865,491847,1899.5759183673472,0.5801621942139703,0.7614072413977628,0.6020189927946394,0
rotated_by_45_Screen Shot 2018-06-12 at 9.17.27 PM,392889,379959,369243,2991.2914285714282,0.5287913812314264,0.8810439615684121,0.7357780571094923,0
vertical_flip_Screen Shot 2018-06-12 at 9.12.11 PM,442338,430056,414021,1024.6465306122452,0.10403320201758903,0.9179603679063374,0.41036995412784305,0
Screen Shot 2018-06-12 at 9.20.14 PM,537398,507567,470113,1079.5444897959185,0.6189683884409711,0.9104941462864935,0.6507386424437442,0
saltandpepper_Screen Shot 2018-06-12 at 8.48.32 PM,527151,518895,516011,1377.298367346939,0.6483427757383783,0.8997074873918725,0.6979892242218103,0
rotated_by_75_Screen Shot 2018-06-12 at 8.55.41 PM,304789,290185,280880,3499.027755102041,0.32936297102216844,0.8364640516848176,0.4955618921767244,0
Screen Shot 2018-06-12 at 9.25.04 PM,516053,506743,508430,1117.2016326530613,0.5577500615825474,0.8953602521393618,0.5906923015493518,0
translation_Screen Shot 2018-06-12 at 8.55.47 PM,395423,384701,375434,2333.9697959183673,0.3572753107154395,0.8884782515375325,0.5163821452925389,0
saltandpepper_Screen Shot 2018-06-12 at 9.21.05 PM,417438,367126,264045,564.1979591836736,0.04852596053983926,0.9572375609110303,0.23606170290227738,0
rotated_by_30_Screen Shot 2018-06-12 at 9.10.04 PM,358224,334053,316086,2880.4277551020414,0.2989958204134962,0.8581838006899174,0.4335643167885247,0
rotated_by_45_Screen Shot 2018-06-12 at 9.06.21 PM,279220,251537,221323,2298.6200000000003,0.2385257720667202,0.8596860315768117,0.3891003137492536,0
rotated_by_30_Screen Shot 2018-06-12 at 8.59.02 PM,435084,429115,408324,2180.441224489796,0.1597658115355415,0.8793739632385881,0.485124243297101,0
rotated_by_75_Screen Shot 2018-06-12 at 9.21.10 PM,404318,375873,305765,884.6922448979592,0.16982216241453002,0.9505471571123518,0.41459134841744083,0
Screen Shot 2018-06-12 at 8.56.59 PM,519366,483488,454722,419.65795918367354,0.1214345736811852,0.9510157321748874,0.43557904632793415,0
rotated_by_15_Screen Shot 2018-06-12 at 9.07.39 PM,359141,347220,339857,2155.9681632653064,0.11718800239375858,0.8682930604248039,0.3453078378341138,0
translation_Screen Shot 2018-06-12 at 9.11.05 PM,350522,316664,284447,1382.8820408163267,0.11882669491142767,0.8913460726726048,0.1865017019282082,0
Screen Shot 2018-06-12 at 8.51.38 PM,521875,511620,501801,861.7885714285715,0.7041902903438654,0.9436783129060363,0.7498441394364919,0
rotated_by_45_Screen Shot 2018-06-12 at 9.25.04 PM,403900,394779,396503,1972.842448979592,0.4182905852924176,0.8999826326261173,0.5766152749587274,0
vertical_flip_Screen Shot 2018-06-12 at 9.16.20 PM,429165,416675,406197,1090.7008163265307,0.06790369739528196,0.9343869845250261,0.3392530521767981,0
vertical_flip_Screen Shot 2018-06-12 at 8.56.54 PM,549385,508734,466845,421.3959183673469,0.1188813610670859,0.9256454024230452,0.4232846022786533,0
rotated_by_45_Screen Shot 2018-06-12 at 9.18.07 PM,236770,214560,210054,989.7946938775511,0.1945100317116955,0.8822382980658771,0.30162418557776516,0
rotated_by_75_Screen Shot 2018-06-12 at 9.16.47 PM,312274,300503,304562,1043.3746938775512,0.399916484409296,0.9587921370323497,0.6376110230499821,0
translation_Screen Shot 2018-06-12 at 9.17.19 PM,483009,457629,437011,2407.677551020408,0.5593842184700835,0.8578013019718134,0.66672503157002,0
Screen Shot 2018-06-12 at 9.03.40 PM,356478,339723,330858,1108.8081632653063,0.018588240876303185,0.769363184324849,0.05917842965590692,0
Screen Shot 2018-06-12 at 9.17.44 PM,543697,530155,519319,912.877551020408,0.6470695805443227,0.9056717691085575,0.6917268408532027,0
saltandpepper_Screen Shot 2018-06-12 at 8.54.37 PM,385153,367070,339351,640.6583673469388,0.041678646063573466,0.7937358558172694,0.20895531338856005,0
rotated_by_60_Screen Shot 2018-06-12 at 9.13.28 PM,393307,385585,373833,3697.902857142858,0.4548085445125227,0.844881892972402,0.611042003650853,0
saltandpepper_Screen Shot 2018-06-12 at 9.05.12 PM,537744,516172,491408,696.4575510204081,0.15056135415868663,0.8969141963109276,0.54433346421505,0
rotated_by_60_Screen Shot 2018-06-12 at 9.17.33 PM,391379,376132,366247,3167.9493877551013,0.5412700445629621,0.8763329335486716,0.750993022074768,0
rotated_by_45_Screen Shot 2018-06-12 at 8.54.23 PM,256951,255185,248591,1589.396326530612,0.15906274841770493,0.8726472994912333,0.26188404862522263,0
saltandpepper_Screen Shot 2018-06-12 at 9.09.22 PM,512418,503223,491052,1419.5946938775512,0.48609631691786787,0.9155128125895783,0.6458837310177882,0
rotated_by_45_Screen Shot 2018-06-12 at 8.58.57 PM,417010,412002,390600,1865.2253061224492,0.17595648055337348,0.9067216106137431,0.5426165057314635,0
rotated_by_75_Screen Shot 2018-06-12 at 9.03.17 PM,254743,241764,220897,3294.9379591836723,0.23715585337952322,0.7890384376039895,0.26857736619574063,0
vertical_flip_Screen Shot 2018-06-12 at 8.53.15 PM,301442,299196,348149,293.1351020408163,0.034977234221503596,0.9590101069852917,0.2512863309695984,0
rotated_by_30_Screen Shot 2018-06-12 at 8.52.16 PM,413404,405839,403902,2325.1138775510203,0.4570221232695972,0.893562143929685,0.6376667938786119,0
rotated_by_75_Screen Shot 2018-06-12 at 9.03.51 PM,216447,204984,180909,2373.1240816326526,0.34562452151270623,0.824997308681428,0.3885431815086004,0
rotated_by_60_Screen Shot 2018-06-12 at 9.23.10 PM,238604,184930,179817,2152.8873469387754,0.20380348392093056,0.823958114761699,0.27536889986960006,0
Screen Shot 2018-06-12 at 9.00.44 PM,492619,475093,461464,922.482857142857,0.14610591629194966,0.9174193058621659,0.523718599161382,0
rotated_by_75_Screen Shot 2018-06-12 at 9.20.20 PM,283632,277216,279257,4297.032653061224,0.5020180018044939,0.8452980729950069,0.7239404318320923,0
translation_Screen Shot 2018-06-12 at 8.58.33 PM,384017,352878,331219,2444.7542857142857,0.2005621005696813,0.8621839728082367,0.42216049560799007,0
rotated_by_15_Screen Shot 2018-06-12 at 9.26.13 PM,423488,413061,410540,3001.7122448979594,0.4307280045584109,0.8323182768978127,0.5449826049985217,0
rotated_by_60_Screen Shot 2018-06-12 at 8.52.21 PM,347631,328134,303114,2825.345714285714,0.2864065956395253,0.8701831259999221,0.5143245732532583,0
rotated_by_30_Screen Shot 2018-06-12 at 8.59.32 PM,365222,353260,348785,1951.3465306122448,0.45680390130583376,0.9284921743906689,0.6609690426969902,0
rotated_by_15_Screen Shot 2018-06-12 at 8.50.20 PM,452641,445004,437895,2178.1391836734697,0.5469153208495123,0.8918584487589281,0.6675618710124349,0
saltandpepper_Screen Shot 2018-06-12 at 9.03.01 PM,560487,537205,486619,881.647755102041,0.5854729645792603,0.8889725678145288,0.6158970563520328,0
rotated_by_75_Screen Shot 2018-06-12 at 9.05.21 PM,383097,336819,253979,1814.7085714285715,0.11823461946267493,0.8424464060548408,0.3304685706881233,0
rotated_by_30_Screen Shot 2018-06-12 at 9.01.35 PM,183482,159182,157549,406.5538775510204,0.13299485010368806,0.8602856524847794,0.2581675453321514,0
rotated_by_75_Screen Shot 2018-06-12 at 9.05.12 PM,308251,291749,268081,3671.8424489795916,0.3787441709413811,0.8451151731103597,0.5686268402638757,0
translation_Screen Shot 2018-06-12 at 9.03.12 PM,401849,387026,373637,2891.259591836735,0.32367038112637414,0.8788752923871667,0.5585906432263704,0
rotated_by_75_Screen Shot 2018-06-12 at 9.07.19 PM,212458,185764,167926,1670.1355102040811,0.4120675512649565,0.8814237992120146,0.5382881113435087,0
translation_Screen Shot 2018-06-12 at 9.06.33 PM,289185,268332,252285,2109.0861224489795,0.19095018768628136,0.8764490098432677,0.339906701072914,0
rotated_by_60_Screen Shot 2018-06-12 at 9.02.15 PM,399814,358920,329450,2746.838367346939,0.21142423760431048,0.8380067346091136,0.4295488826441106,0
saltandpepper_Screen Shot 2018-06-12 at 8.56.54 PM,548141,507741,466129,538.1020408163265,0.11481183563117343,0.9060890046031607,0.4095342403902643,0
rotated_by_75_Screen Shot 2018-06-12 at 9.22.32 PM,375414,349751,332974,3347.3061224489797,0.18519933091112722,0.8138162587240403,0.407368859167916,0
rotated_by_45_Screen Shot 2018-06-12 at 9.19.12 PM,163963,131305,122204,775.9057142857143,0.1539860495528506,0.7549519146907718,0.2131243120501769,0
rotated_by_75_Screen Shot 2018-06-12 at 8.52.16 PM,318218,312390,311273,3366.3485714285716,0.4862611395913908,0.8742719178087544,0.7061404745129225,0
rotated_by_45_Screen Shot 2018-06-12 at 9.10.14 PM,385643,358764,338840,2836.613877551021,0.3624026675689045,0.8645168121413264,0.5200897670043901,0
vertical_flip_Screen Shot 2018-06-12 at 9.22.32 PM,501696,474596,456046,930.6767346938775,0.10455634041765567,0.9005731732408349,0.41701980566617625,0
translation_Screen Shot 2018-06-12 at 9.01.35 PM,178392,154490,152270,378.2281632653061,0.13854332316945298,0.8747896074732383,0.27671081892705857,0
rotated_by_30_Screen Shot 2018-06-12 at 9.01.51 PM,451443,432061,407752,1932.6016326530612,0.21635040299546832,0.8997675519096178,0.6302293111843955,0
translation_Screen Shot 2018-06-12 at 9.03.21 PM,305622,284090,272549,1900.607755102041,0.13720024309577358,0.8292955296286744,0.17302787428626074,0
vertical_flip_Screen Shot 2018-06-12 at 9.27.35 PM,541081,523022,513576,704.0351020408166,0.6319520803853514,0.9314409057266843,0.6734167323980139,0
translation_Screen Shot 2018-06-12 at 9.12.37 PM,426457,398961,383331,1843.5057142857145,0.370034724892123,0.9025058714147633,0.5490220869468501,0
rotated_by_45_Screen Shot 2018-06-12 at 9.12.06 PM,339564,323610,311689,2596.119591836735,0.19165992720647945,0.859219448839607,0.4034698392389314,0
vertical_flip_Screen Shot 2018-06-12 at 9.21.25 PM,449268,406102,295652,531.2134693877551,0.04002706289830531,0.9562616540886127,0.30574161131558225,0
vertical_flip_Screen Shot 2018-06-12 at 9.19.35 PM,512404,472607,431680,1845.1730612244896,0.49866702784997025,0.8556663112527682,0.526249957478814,0
rotated_by_60_Screen Shot 2018-06-12 at 9.27.22 PM,314987,300429,294889,3314.0628571428574,0.36791498030979913,0.8489733807029524,0.5409261654865213,0
Screen Shot 2018-06-12 at 8.49.30 PM,547310,518577,488662,736.5469387755102,0.6401676815945186,0.9343835009260166,0.6671025694873014,0
rotated_by_60_Screen Shot 2018-06-12 at 8.50.47 PM,336449,314435,306880,3777.1077551020417,0.4628285273521344,0.8558539978291608,0.6706647794881855,0
Screen Shot 2018-06-12 at 8.58.33 PM,486955,457514,437791,1209.9881632653062,0.14543504942985905,0.8897258735426391,0.3800605112472199,0
rotated_by_60_Screen Shot 2018-06-12 at 9.11.27 PM,128585,100463,89976,869.146530612245,0.2083864349928906,0.7965398567741334,0.2584852550823993,0
rotated_by_30_Screen Shot 2018-06-12 at 9.10.14 PM,399121,372466,352560,2625.507346938776,0.3745970485352832,0.8712685930626245,0.5247949102221036,0
Screen Shot 2018-06-12 at 8.56.16 PM,494968,484439,475595,927.5787755102042,0.49544312493546044,0.9330458130908625,0.555710495785974,0
rotated_by_75_Screen Shot 2018-06-12 at 9.11.27 PM,121317,94619,84556,948.0440816326529,0.2498009203180674,0.7806804399676337,0.29852693100188665,0
rotated_by_15_Screen Shot 2018-06-12 at 9.07.19 PM,363422,331437,311292,1135.9942857142858,0.11400914056167528,0.9069334373976741,0.38968788401825044,0
saltandpepper_Screen Shot 2018-06-12 at 9.03.25 PM,371628,347686,331332,1134.4604081632651,0.022937177662411615,0.8671302157275421,0.09745978131068839,0
rotated_by_75_Screen Shot 2018-06-12 at 8.59.23 PM,342418,332472,328208,752.7391836734694,0.5036761981866343,0.9737639017968237,0.7497466294978707,0
Screen Shot 2018-06-12 at 9.05.52 PM,519223,486606,472994,857.8000000000001,0.6046502425935082,0.9365983350905349,0.6542343516291036,0
rotated_by_45_Screen Shot 2018-06-12 at 9.04.15 PM,260243,239858,196510,2004.767755102041,0.18871957251760782,0.7784607812211752,0.22557505745560066,0
saltandpepper_Screen Shot 2018-06-12 at 9.27.31 PM,518904,502191,494663,664.3061224489795,0.5834439394554518,0.9480115693030506,0.6259930392096161,0
translation_Screen Shot 2018-06-12 at 9.18.11 PM,197075,182735,184410,713.2395918367348,0.19410040897178818,0.8987214849417278,0.3650175238195775,0
rotated_by_30_Screen Shot 2018-06-12 at 8.58.53 PM,433639,428713,409173,2023.594693877551,0.15211270728788784,0.8944656769904417,0.4956326382947733,0
vertical_flip_Screen Shot 2018-06-12 at 8.52.48 PM,363001,353649,340494,1018.51306122449,0.027012885073917223,0.9086483129671822,0.10905964142181956,0
Screen Shot 2018-06-12 at 9.00.31 PM,583699,570647,562046,632.1518367346939,0.7882278374292924,0.9089948509199212,0.8066010972846911,0
rotated_by_30_Screen Shot 2018-06-12 at 9.01.27 PM,429665,407281,387352,2302.775918367347,0.16964205155555234,0.8639496508498996,0.5609847083166294,0
translation_Screen Shot 2018-06-12 at 9.03.06 PM,404132,392005,382864,2638.931428571428,0.45780236683571557,0.8897918956462012,0.5988953689603901,0
translation_Screen Shot 2018-06-12 at 9.20.52 PM,322385,288677,203803,1118.5616326530612,0.17705325487093282,0.9303488686776228,0.43131270300225377,0
rotated_by_75_Screen Shot 2018-06-12 at 8.59.15 PM,499721,480267,456537,1464.3767346938776,0.472837985043459,0.9013067783094186,0.6473165870000323,0
translation_Screen Shot 2018-06-12 at 9.07.35 PM,340788,335895,336225,1605.7469387755104,0.17294470470971454,0.9073602341095949,0.47664945801880226,0
rotated_by_60_Screen Shot 2018-06-12 at 9.25.09 PM,398166,380634,360815,3390.317551020409,0.5153069711045751,0.8644437217391373,0.715214096420725,0
Screen Shot 2018-06-12 at 9.02.24 PM,511511,469414,438391,999.2902040816327,0.2536755216887116,0.8876211883558361,0.4196435881461499,0
